ME0	ME0	0
ME0	ME1	1
ME0	ME2	1
ME0	ME3	1
ME0	ME4	1
ME0	ME5	1
ME0	ME6	1
ME0	ME7	1
ME0	ME8	1
ME0	ME9	0
ME0	ME10	1
ME0	ME11	1
ME0	ME12	1
ME0	ME13	0
ME0	ME14	1
ME0	ME15	0
ME0	ME16	0
ME0	ME17	1
ME0	ME18	0
ME0	ME19	0
ME0	ME20	0
ME0	ME21	0
ME0	ME22	0
ME0	ME23	0
ME0	ME24	1
ME0	ME25	0
ME0	ME26	0
ME0	ME27	0
ME0	ME28	0
ME0	ME29	0
ME0	ME30	0
ME0	ME31	0
ME0	ME32	0
ME0	ME33	0
ME0	ME34	0
ME0	ME35	0
ME0	ME36	0
ME0	ME37	0
ME0	ME38	0
ME0	ME39	0
ME0	ME40	0
ME0	ME41	0
ME0	ME42	0
ME0	ME43	0
ME1	ME0	1
ME1	ME1	0
ME1	ME2	1
ME1	ME3	1
ME1	ME4	1
ME1	ME5	1
ME1	ME6	1
ME1	ME7	1
ME1	ME8	1
ME1	ME9	1
ME1	ME10	1
ME1	ME11	1
ME1	ME12	1
ME1	ME13	1
ME1	ME14	1
ME1	ME15	1
ME1	ME16	1
ME1	ME17	1
ME1	ME18	1
ME1	ME19	1
ME1	ME20	1
ME1	ME21	1
ME1	ME22	0
ME1	ME23	1
ME1	ME24	1
ME1	ME25	0
ME1	ME26	1
ME1	ME27	0
ME1	ME28	0
ME1	ME29	0
ME1	ME30	1
ME1	ME31	0
ME1	ME32	0
ME1	ME33	0
ME1	ME34	0
ME1	ME35	0
ME1	ME36	0
ME1	ME37	0
ME1	ME38	0
ME1	ME39	0
ME1	ME40	0
ME1	ME41	0
ME1	ME42	0
ME1	ME43	0
ME2	ME0	1
ME2	ME1	1
ME2	ME2	0
ME2	ME3	1
ME2	ME4	1
ME2	ME5	1
ME2	ME6	1
ME2	ME7	1
ME2	ME8	1
ME2	ME9	1
ME2	ME10	1
ME2	ME11	1
ME2	ME12	1
ME2	ME13	1
ME2	ME14	1
ME2	ME15	1
ME2	ME16	0
ME2	ME17	0
ME2	ME18	0
ME2	ME19	1
ME2	ME20	1
ME2	ME21	1
ME2	ME22	0
ME2	ME23	0
ME2	ME24	0
ME2	ME25	0
ME2	ME26	0
ME2	ME27	1
ME2	ME28	0
ME2	ME29	0
ME2	ME30	0
ME2	ME31	0
ME2	ME32	0
ME2	ME33	0
ME2	ME34	0
ME2	ME35	0
ME2	ME36	0
ME2	ME37	0
ME2	ME38	1
ME2	ME39	0
ME2	ME40	0
ME2	ME41	0
ME2	ME42	0
ME2	ME43	0
ME3	ME0	1
ME3	ME1	1
